id,name,weight,height,image,base_hp,base_attack,base_defense,base_special_defense,base_speed,base_special_attack,base_stat_total
573,cinccino,75,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png,75,95,60,60,115,65,470
574,gothita,58,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png,45,30,50,65,45,55,290
575,gothorita,180,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png,60,45,70,85,55,75,390
576,gothitelle,440,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png,70,55,95,110,65,95,490
577,solosis,10,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,45,30,40,50,20,105,290
578,duosion,80,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,65,40,50,60,30,125,370
579,reuniclus,201,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,110,65,75,85,30,125,490
580,ducklett,55,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,62,44,50,50,55,44,305
581,swanna,242,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,75,87,63,63,98,87,473
582,vanillite,57,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,36,50,50,60,44,65,305
583,vanillish,410,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,51,65,65,75,59,80,395
584,vanilluxe,575,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,71,95,85,95,79,110,535
585,deerling,195,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,60,60,50,50,75,40,335
586,sawsbuck,925,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,80,100,70,70,95,60,475
587,emolga,50,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,55,75,60,60,103,75,428
588,karrablast,59,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,50,75,45,45,60,40,315
589,escavalier,330,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,70,135,105,105,20,60,495
590,foongus,10,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,69,55,45,55,15,55,294
591,amoonguss,105,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,114,85,70,80,30,85,464
592,frillish-male,330,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,55,40,50,85,40,65,335
593,jellicent-male,1350,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,100,60,70,105,60,85,480
594,alomomola,316,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,165,75,80,45,65,40,470
595,joltik,6,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,50,47,50,50,65,57,319
596,galvantula,143,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,70,77,60,60,108,97,472
597,ferroseed,188,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,44,50,91,86,10,24,305
598,ferrothorn,1100,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,74,94,131,116,20,54,489
599,klink,210,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,40,55,70,60,30,45,300
600,klang,510,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,60,80,95,85,50,70,440
601,klinklang,810,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,60,100,115,85,90,70,520
602,tynamo,3,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,35,55,40,40,60,45,275
603,eelektrik,220,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,65,85,70,70,40,75,405
604,eelektross,805,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,85,115,80,80,50,105,515
605,elgyem,90,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,55,55,55,55,30,85,335
606,beheeyem,345,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,75,75,75,95,40,125,485
607,litwick,31,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,50,30,55,55,20,65,275
608,lampent,130,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,60,40,60,60,55,95,370
609,chandelure,343,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,60,55,90,90,80,145,520
610,axew,180,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,46,87,60,40,57,30,320
611,fraxure,360,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,66,117,70,50,67,40,410
612,haxorus,1055,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,76,147,90,70,97,60,540
613,cubchoo,85,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,55,70,40,40,40,60,305
614,beartic,2600,26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,95,130,80,80,50,70,505
615,cryogonal,1480,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,80,50,50,135,105,95,515
616,shelmet,77,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,50,40,85,65,25,40,305
617,accelgor,253,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,80,70,40,60,145,100,495
618,stunfisk,110,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,109,66,84,99,32,81,471
619,mienfoo,200,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,45,85,50,50,65,55,350
620,mienshao,355,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,65,125,60,60,105,95,510
621,druddigon,1390,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,77,120,90,90,48,60,485
622,golett,920,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,59,74,50,50,35,35,303
623,golurk,3300,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,89,124,80,80,55,55,483
624,pawniard,102,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,45,85,70,40,60,40,340
625,bisharp,700,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,65,125,100,70,70,60,490
626,bouffalant,946,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,95,110,95,95,55,40,490
627,rufflet,105,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,70,83,50,50,60,37,350
628,braviary,410,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,100,123,75,75,80,57,510
629,vullaby,90,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,70,55,75,65,60,45,370
630,mandibuzz,395,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,110,65,105,95,80,55,510
631,heatmor,580,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,85,97,66,66,65,105,484
632,durant,330,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,58,109,112,48,109,48,484
633,deino,173,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,52,65,50,50,38,45,300
634,zweilous,500,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,72,85,70,70,58,65,420
635,hydreigon,1600,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,92,105,90,90,98,125,600
636,larvesta,288,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,55,85,55,55,60,50,360
637,volcarona,460,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,85,60,65,105,100,135,550
638,cobalion,2500,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,91,90,129,72,108,90,580
639,terrakion,2600,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,91,129,90,90,108,72,580
640,virizion,2000,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,91,90,72,129,108,90,580
641,tornadus-incarnate,630,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,79,115,70,80,111,125,580
642,thundurus-incarnate,610,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,79,115,70,80,111,125,580
643,reshiram,3300,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,100,120,100,120,90,150,680
644,zekrom,3450,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,100,150,120,100,90,120,680
645,landorus-incarnate,680,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,89,125,90,80,101,115,600
646,kyurem,3250,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,125,130,90,90,95,130,660
647,keldeo-ordinary,485,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,91,72,90,90,108,129,580
648,meloetta-aria,65,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,100,77,77,128,90,128,600
649,genesect,825,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,71,120,95,95,99,120,600
650,chespin,90,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,56,61,65,45,38,48,313
651,quilladin,290,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,61,78,95,58,57,56,405
652,chesnaught,900,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,88,107,122,75,64,74,530
653,fennekin,94,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,40,45,40,60,60,62,307
654,braixen,145,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,59,59,58,70,73,90,409
655,delphox,390,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,75,69,72,100,104,114,534
656,froakie,70,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,41,56,40,44,71,62,314
657,frogadier,109,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,54,63,52,56,97,83,405
658,greninja,400,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,72,95,67,71,122,103,530
659,bunnelby,50,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,38,36,38,36,57,32,237
660,diggersby,424,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,85,56,77,77,78,50,423
661,fletchling,17,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,45,50,43,38,62,40,278
662,fletchinder,160,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,62,73,55,52,84,56,382
663,talonflame,245,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,78,81,71,69,126,74,499
664,scatterbug,25,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,38,35,40,25,35,27,200
665,spewpa,84,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,45,22,60,30,29,27,213
666,vivillon,170,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,80,52,50,50,89,90,411
667,litleo,135,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,62,50,58,54,72,73,369
668,pyroar-male,815,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,86,68,72,66,106,109,507
669,flabebe,1,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png,44,38,39,79,42,61,303
670,floette,9,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png,54,45,47,98,52,75,371
671,florges,100,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png,78,65,68,154,75,112,552
672,skiddo,310,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png,66,65,48,57,52,62,350
673,gogoat,910,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png,123,100,62,81,68,97,531
674,pancham,80,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,67,82,62,48,43,46,348
675,pangoro,1360,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png,95,124,78,71,58,69,495
676,furfrou,280,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png,75,80,60,90,102,65,472
677,espurr,35,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png,62,48,54,60,68,63,355
678,meowstic-male,85,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png,74,48,76,81,104,83,466
679,honedge,20,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png,45,80,100,37,28,35,325
680,doublade,45,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png,59,110,150,49,35,45,448
681,aegislash-shield,530,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png,60,50,140,140,60,50,500
682,spritzee,5,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png,78,52,60,65,23,63,341
683,aromatisse,155,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png,101,72,72,89,29,99,462
684,swirlix,35,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png,62,48,66,57,49,59,341
685,slurpuff,50,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png,82,80,86,75,72,85,480
686,inkay,35,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png,53,54,53,46,45,37,288
687,malamar,470,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png,86,92,88,75,73,68,482
688,binacle,310,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png,42,52,67,56,50,39,306
689,barbaracle,960,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png,72,105,115,86,68,54,500
690,skrelp,73,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png,50,60,60,60,30,60,320
691,dragalge,815,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png,65,75,90,123,44,97,494
692,clauncher,83,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png,50,53,62,63,44,58,330
693,clawitzer,353,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png,71,73,88,89,59,120,500
694,helioptile,60,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png,44,38,33,43,70,61,289
695,heliolisk,210,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png,62,55,52,94,109,109,481
696,tyrunt,260,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png,58,89,77,45,48,45,362
697,tyrantrum,2700,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png,82,121,119,59,71,69,521
698,amaura,252,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png,77,59,50,63,46,67,362
699,aurorus,2250,27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png,123,77,72,92,58,99,521
700,sylveon,235,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png,95,65,65,130,60,110,525
701,hawlucha,215,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png,78,92,75,63,118,74,500
702,dedenne,22,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png,67,58,57,67,101,81,431
703,carbink,57,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png,50,50,150,150,50,50,500
704,goomy,28,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/704.png,45,50,35,75,40,55,300
705,sliggoo,175,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/705.png,68,75,53,113,60,83,452
706,goodra,1505,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png,90,100,70,150,80,110,600
707,klefki,30,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png,57,80,91,87,75,80,470
708,phantump,70,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png,43,70,48,60,38,50,309
709,trevenant,710,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png,85,110,76,82,56,65,474
710,pumpkaboo-average,50,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png,49,66,70,55,51,44,335
711,gourgeist-average,125,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png,65,90,122,75,84,58,494
712,bergmite,995,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png,55,69,85,35,28,32,304
713,avalugg,5050,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png,95,117,184,46,28,44,514
714,noibat,80,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png,40,30,35,40,55,45,245
715,noivern,850,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png,85,70,80,80,123,97,535
716,xerneas,2150,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png,126,131,95,98,99,131,680
717,yveltal,2030,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png,126,131,95,98,99,131,680
718,zygarde-50,3050,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/718.png,108,100,121,95,95,81,600
719,diancie,88,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/719.png,50,100,150,150,50,100,600
720,hoopa,90,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/720.png,80,110,60,130,70,150,600
721,volcanion,1950,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/721.png,80,110,120,90,70,130,600
722,rowlet,15,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/722.png,68,55,55,50,42,50,320
723,dartrix,160,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/723.png,78,75,75,70,52,70,420
724,decidueye,366,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/724.png,78,107,75,100,70,100,530
725,litten,43,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/725.png,45,65,40,40,70,60,320
726,torracat,250,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png,65,85,50,50,90,80,420
727,incineroar,830,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png,95,115,90,90,60,80,530
728,popplio,75,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png,50,54,54,56,40,66,320
729,brionne,175,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png,60,69,69,81,50,91,420
730,primarina,440,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png,80,74,74,116,60,126,530
731,pikipek,12,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png,35,75,30,30,65,30,265
732,trumbeak,148,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png,55,85,50,50,75,40,355
733,toucannon,260,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png,80,120,75,75,60,75,485
734,yungoos,60,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png,48,70,30,30,45,30,253
735,gumshoos,142,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png,88,110,60,60,45,55,418
736,grubbin,44,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png,47,62,45,45,46,55,300
737,charjabug,105,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png,57,82,95,75,36,55,400
738,vikavolt,450,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png,77,70,90,75,43,145,500
739,crabrawler,70,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png,47,82,57,47,63,42,338
740,crabominable,1800,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png,97,132,77,67,43,62,478
741,oricorio-baile,34,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png,75,70,70,70,93,98,476
742,cutiefly,2,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png,40,45,40,40,84,55,304
743,ribombee,5,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png,60,55,60,70,124,95,464
744,rockruff,92,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png,45,65,40,40,60,30,280
745,lycanroc-midday,250,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png,75,115,65,65,112,55,487
746,wishiwashi-solo,3,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png,45,20,20,25,40,25,175
747,mareanie,80,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png,50,53,62,52,45,43,305
748,toxapex,145,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png,50,63,152,142,35,53,495
749,mudbray,1100,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png,70,100,70,55,45,45,385
750,mudsdale,9200,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png,100,125,100,85,35,55,500
751,dewpider,40,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png,38,40,52,72,27,40,269
752,araquanid,820,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png,68,70,92,132,42,50,454
753,fomantis,15,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png,40,55,35,35,35,50,250
754,lurantis,185,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png,70,105,90,90,45,80,480
755,morelull,15,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png,40,35,55,75,15,65,285
756,shiinotic,115,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png,60,45,80,100,30,90,405
757,salandit,48,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png,48,44,40,40,77,71,320
758,salazzle,222,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png,68,64,60,60,117,111,480
759,stufful,68,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png,70,75,50,50,50,45,340
760,bewear,1350,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png,120,125,80,60,60,55,500
761,bounsweet,32,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png,42,30,38,38,32,30,210
762,steenee,82,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png,52,40,48,48,62,40,290
